Date,SPY,BTC-USD
2017-01-04,0.005931716276372905,0.10096034523200412
2017-01-05,-0.0007944386456799744,-0.1305752503587256
2017-01-06,0.0035710583787884075,-0.1162092411941805
2017-01-07,0.0,0.007051147530085599
2017-01-08,0.0,0.002872818355796807
2017-01-09,-0.003306330564349306,-0.00922922448476417
2017-01-10,0.0,0.005358747291348979
2017-01-11,0.002821964923580048,-0.154476649076822
2017-01-12,-0.002513165567153134,0.03422186501689435
2017-01-13,0.0022930695458932265,0.0235150973517181
2017-01-14,0.0,-0.006785261137378217
2017-01-15,0.0,0.00412872890504259
2017-01-16,0.0,0.011777592965049231
2017-01-17,-0.0035296939157731084,0.08790389778017535
2017-01-18,0.0022072470239359147,-0.023761878519635897
2017-01-19,-0.0037110933779402147,0.013950027432390346
2017-01-20,0.003667149606584838,-0.00451146111407703
2017-01-21,0.0,0.029463579406780675
2017-01-22,0.0,0.003123784353016916
2017-01-23,-0.0026053534341053115,-0.003967041519035664
2017-01-24,0.0063912982714731505,-0.031237062820323513
2017-01-25,0.008618118526695202,0.00987059326696027
2017-01-26,-0.0010459699616727084,0.017639684998950036
2017-01-27,-0.0015708940338001168,0.0023555870752018566
2017-01-28,0.0,0.0019985743437936853
2017-01-29,0.0,-0.0022748052839063494
2017-01-30,-0.0062210986234966905,0.0009631589010205876
2017-01-31,-8.804385330998766e-05,0.052922642786310134
2017-02-01,0.00039536426652187775,0.019006132801864053
2017-02-02,0.0006590304834625429,0.022768592259201456
2017-02-03,0.006868935998499373,0.01774054215906327
2017-02-04,0.0,0.012533864584718972
2017-02-05,0.0,-0.015032413323470606
2017-02-06,-0.0017890380034388303,0.010467402259395613
2017-02-07,4.375367877022628e-05,0.022101353214739453
2017-02-08,0.001309574524103952,0.0016192383259246404
2017-02-09,0.005914859852110523,-0.06679373711864839
2017-02-10,0.003938593234805152,-0.005757777136341599
2017-02-11,0.0,0.015830756402559893
2017-02-12,0.0,-0.005259445444450886
2017-02-13,0.005427703690511042,-0.008582726834247316
2017-02-14,0.003987523371711126,0.013941699990017325
2017-02-15,0.00520688435572267,0.0029124762485075646
2017-02-16,-0.0008517956286460134,0.019618070354985556
2017-02-17,0.0015749753025559449,0.018103858479592574
2017-02-18,0.0,0.007816821423608265
2017-02-19,0.0,-0.006231366653728313
2017-02-20,0.0,0.03018297661805735
2017-02-21,0.005937462384483862,0.03218096643729992
2017-02-22,-0.0008882337497980523,0.0019168315546742576
2017-02-23,0.0006769520258659319,0.043156065604358626
2017-02-24,0.0012679862546486316,0.005947789654449995
2017-02-25,0.0,-0.025753164457221128
2017-02-26,0.0,0.01850171104290626
2017-02-27,0.0015618437199375244,0.012596285399297639
2017-02-28,-0.002702892090740798,0.0
2017-03-01,0.013900372596507456,0.03540895276981042
2017-03-02,-0.00631734559198643,0.02305329049724388
2017-03-03,0.0006292142594336939,0.018987094918869202
2017-03-04,0.0,-0.015683220977968794
2017-03-05,0.0,0.00949149811352054
2017-03-06,-0.0029821350643215805,0.00449612840115088
2017-03-07,-0.0029916479899560785,-0.039494404934135224
2017-03-08,-0.0018580383553166242,-0.06198638601041199
2017-03-09,0.0012674176950921252,0.032921643223535656
2017-03-10,0.0034980619930956632,-0.062287794611083476
2017-03-11,0.0,0.05157845284233942
2017-03-12,0.0,0.03800712718862541
2017-03-13,0.0005045424448209778,0.008592592591656786
2017-03-14,-0.0038337564968075736,0.006537416006712844
2017-03-15,0.008616241612899622,0.0077201112927306964
2017-03-16,-0.0019687867192762338,-0.05072016609052072
2017-03-17,-0.0017580579736783068,-0.07659209371416738
2017-03-18,0.0,-0.12205008924073008
2017-03-19,0.0,0.06261202328713968
2017-03-20,-0.0010971709271509948,0.016729458954285712
2017-03-21,-0.012922686962063818,0.061000122725365626
2017-03-22,0.0023500241095646764,-0.06583995192109933
2017-03-23,-0.0010675897657228357,-0.010106803783773714
2017-03-24,-0.0007263761845419256,-0.10238115832507738
2017-03-25,0.0,0.036918803491548365
2017-03-26,0.0,-0.006242870215820875
2017-03-27,-0.0010271907754452053,0.0785947087867763
2017-03-28,0.007250813025948223,0.0013187365535516804
2017-03-29,0.0009344235397451837,-0.006880373004662187
2017-03-30,0.003179099669781294,-0.013105023821427681
2017-03-31,-0.00233038074994357,0.043243369791162264
2017-04-01,0.0,0.008093712582577179
2017-04-02,0.0,0.019857106712706095
2017-04-03,-0.0017406125389966237,0.03708384279737139
2017-04-04,0.000637137416456833,-0.00927523563605931
2017-04-05,-0.0029771846494821698,-0.007502123814714591
2017-04-06,0.0028071624845135306,0.05019560806332238
2017-04-07,-0.0010197733923606386,-0.00489921144156862
2017-04-08,0.0,-0.0008075936023825001
2017-04-09,0.0,0.010085493189348422
2017-04-10,0.0005949632079216915,-0.0006231496912175624
2017-04-11,-0.0011905039183172463,0.014949240225947288
2017-04-12,-0.00439157713527936,-0.0038580352329780727
2017-04-13,-0.006516046817330272,-0.026241638711645643
2017-04-14,0.0,-0.001489195149852973
2017-04-15,0.0,0.004256290746533749
2017-04-16,0.0,0.008847520245841664
2017-04-17,0.008820993449039135,0.009230848207914503
2017-04-18,-0.0029886770169902615,0.014765945740239381
2017-04-19,-0.0018402106150731796,-0.001139577024277243
2017-04-20,0.008106022053951077,0.015405853693441088
2017-04-21,-0.0031919536084041803,-0.005736069884235737
2017-04-22,0.0,0.007873599679878615
2017-04-23,0.0,-0.020091536367346584
2017-04-24,0.010938183762046638,0.03495168393262307
2017-04-25,0.005801445641946116,0.012195827596242196
2017-04-26,-0.0006289353144277757,0.012244046631326971
2017-04-27,0.0008386147685568082,0.02820710655915428
2017-04-28,-0.002181671848536088,-0.0009490512239789706
2017-04-29,0.0,0.004025414930823013
2017-04-30,0.0,0.019553509516993917
2017-05-01,0.0025168916149185473,0.05324256303039975
2017-05-02,0.00037709788628904076,0.021723477635178665
2017-05-03,-0.0012155782025800586,0.025330039559928564
2017-05-04,0.0011737343146451668,0.03143181439131002
2017-05-05,0.003928976959856846,0.01149654917107177
2017-05-06,0.0,0.014900234291777762
2017-05-07,0.0,0.011280142062885478
2017-05-08,-0.00016680962326526353,0.07632481902191007
