Date,BTC-USD,ETH-USD
2017-11-10,-0.07639967782768012,-0.06979035702377219
2017-11-11,-0.040163421356786085,0.050270088062790194
2017-11-12,-0.0662480083528882,-0.021758423551602856
2017-11-13,0.0975099371105213,0.028204481098143355
2017-11-14,0.01155880655935634,0.06394813452443018
2017-11-15,0.09752915968167002,-0.012739646901066345
2017-11-16,0.07327191344658618,-0.007325195982281953
2017-11-17,-0.02088556075564038,0.004432274036711217
2017-11-18,0.010472891923132355,0.04476586409432523
2017-11-19,0.031132347250235382,0.019299762155328023
2017-11-20,0.020219707267558867,0.03423923644738788
2017-11-21,-0.01590258224989855,-0.017408609298207502
2017-11-22,0.02233381227401497,0.05466828993951428
2017-11-23,-0.02636729831656395,0.07467632642318546
2017-11-24,0.02638433629480957,0.14656552117983032
2017-11-25,0.06305893658721441,-0.01834970510458122
2017-11-26,0.05957458008958222,0.010780721565864352
2017-11-27,0.05095910220949361,0.018966979610970953
2017-11-28,0.024194809821774188,-0.01563724084813564
2017-11-29,-0.017064228542038876,-0.1008800838177914
2017-11-30,0.03429276074330862,0.04480551414950813
2017-12-01,0.06999820553385039,0.042530153602790305
2017-12-02,0.008979571044842705,-0.006647422183877487
2017-12-03,0.022199572962955286,0.005173769251859075
2017-12-04,0.029070296029922785,0.00929653747229843
2017-12-05,0.022016762442421917,-0.014832870291597655
2017-12-06,0.18172416088180857,-0.07783767994929666
2017-12-07,0.22511895434132784,0.01348804635476734
2017-12-08,-0.07722626494389065,0.04857664201837577
2017-12-09,-0.08769744361032222,0.03759536387875813
2017-12-10,0.01809828138568269,-0.06947768654136824
2017-12-11,0.09153033338474723,0.15375243708510006
2017-12-12,0.027866079189228038,0.23474061105760555
2017-12-13,-0.05957373243077356,0.07585391317806586
2017-12-14,0.009450503424906668,-0.009940213774400849
2017-12-15,0.06672275050137494,-0.016472556262746414
2017-12-16,0.09632672719671541,0.01703720904107257
2017-12-17,-0.01845892013095586,0.033566575104906744
2017-12-18,-0.0013907497993828459,0.09867904334789465
2017-12-19,-0.07254290633921227,0.03969514452900347
2017-12-20,-0.06700506450657447,-0.0094015604954164
2017-12-21,-0.05069001039219793,0.0024107452669923733
2017-12-22,-0.1332232172821606,-0.1960945876765842
2017-12-23,0.06082280889142556,0.06389425349507392
2017-12-24,-0.05404986305608948,-0.03571428471546085
2017-12-25,0.007212278283202518,0.09828020664323166
2017-12-26,0.1378513383721832,0.010394547270593914
2017-12-27,-0.016363152489107035,-0.01430905666948768
2017-12-28,-0.08097704981335378,-0.03443179305792983
2017-12-29,0.003396832333957667,0.022231967715714403
2017-12-30,-0.12359779448691187,-0.04941684006742787
2017-12-31,0.08890117328095244,0.053576204231864905
2018-01-01,-0.0358999768524143,0.02080405991935298
2018-01-02,0.0925892597121414,0.13514465974787557
2018-01-03,0.014505086054969111,0.08480341627994366
2018-01-04,0.02585842824803167,0.018730361673503358
2018-01-05,0.11094452953729485,0.016979703746571467
2018-01-06,0.005578376143830052,0.043117478521551726
2018-01-07,-0.061740689989334026,0.10167986398366087
2018-01-08,-0.08267549955484522,-0.004031820642391285
2018-01-09,-0.03861992220665626,0.12368134760985788
2018-01-10,0.025562164635524225,-0.034375534046981966
2018-01-11,-0.11058116741362263,-0.083748920321997
2018-01-12,0.04198319183702074,0.09749359549276614
2018-01-13,0.02678987830152579,0.0923784720847535
2018-01-14,-0.04182295922437423,-0.021461543929788246
2018-01-15,0.0034647868456980165,-0.056320788275874584
2018-01-16,-0.18458172530715175,-0.2038312843512961
2018-01-17,-0.02662523913776235,-0.038148810498464185
2018-01-18,0.025266707476315743,0.021487982757907597
2018-01-19,0.011480784055017625,0.002717524518743902
2018-01-20,0.10552244967375776,0.1058752964251322
2018-01-21,-0.10615162399161542,-0.09584018452753812
2018-01-22,-0.05937426753876515,-0.04513533482427692
2018-01-23,-0.005779885423653502,-0.01712140331800685
2018-01-24,0.04418609725643604,0.07098402541777941
2018-01-25,-0.008842259367552611,-0.002600707840248035
2018-01-26,-0.007846394102556208,-0.0008146886787546303
2018-01-27,0.02382021404816243,0.048014904141533296
2018-01-28,0.02976063348641126,0.11822961667606485
2018-01-29,-0.04245369798060674,-0.05243402510166151
2018-01-30,-0.11132515302966894,-0.09879825820701822
2018-01-31,0.011295200421318582,0.04310449900718177
2018-02-01,-0.10845799638872773,-0.07568923036724218
2018-02-02,-0.03775622775012468,-0.1241031265244571
2018-02-03,0.03823265293714762,0.051329393577471516
2018-02-04,-0.10299083790500331,-0.14406016303912625
2018-02-05,-0.17398211533124852,-0.17890193854553665
2018-02-06,0.10870919082663183,0.12782818401833046
2018-02-07,-0.017261906053983648,-0.046523999009708265
2018-02-08,0.08115416198669995,0.07717330715965874
2018-02-09,0.05546355066788704,0.07767794919184422
2018-02-10,-0.013259122522587949,-0.02688951953855484
2018-02-11,-0.05874826338459948,-0.05464399013748608
2018-02-12,0.09347499762512804,0.0642350496457784
2018-02-13,-0.03746663522015054,-0.02736396396477533
2018-02-14,0.09916074093751738,0.08859492149652262
2018-02-15,0.06836184023155013,0.014420859824017617
2018-02-16,0.006617573638271057,0.007690939983400131
2018-02-17,0.08238283884948888,0.031180734159380465
2018-02-18,-0.05179217303128765,-0.052902764115374874
2018-02-19,0.06187369895710683,0.02135654475027828
2018-02-20,0.015767739342639062,-0.05274501120480265
2018-02-21,-0.06459170224791023,-0.052035884871772124
2018-02-22,-0.06626121098880938,-0.0446618375987236
2018-02-23,0.02916567969339066,0.06125112140513199
2018-02-24,-0.048535445290413405,-0.02777670819036704
2018-02-25,-0.01523197751850677,0.0050969304759804854
2018-02-26,0.07011553986619887,0.028593800894165813
2018-02-27,0.0340346060989737,0.0102428390907912
2018-02-28,-0.03102947063646394,-0.02661422639491456
2018-03-01,0.05182687604474616,0.019684608701039625
2018-03-02,0.012288390831968733,-0.01775236219554125
2018-03-03,0.03573183173255637,0.00043399220734377297
2018-03-04,0.0019910549659772955,0.010967087973551266
2018-03-05,0.005258650235306609,-0.01510636090120013
2018-03-06,-0.07101737882303372,-0.043982022694103465
2018-03-07,-0.0785471416488412,-0.08173834520662224
2018-03-08,-0.05895751127349285,-0.06621615789568791
2018-03-09,-0.006134788034011313,0.03393391977600025
